text,label_text,label
Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,positive,2
"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders .",neutral,1
"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said .",neutral,1
"Paychex has more than 100 offices serving approximately 554,000 payroll clients nationwide as of May 31 , 2009 .",neutral,1
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive,2
Stora is due to release its fourth-quarter and 2009 full-year earnings on Feb. 4 .,neutral,1
"The Stockmann department store will have a total floor space of over 8,000 square metres and Stockmann 's investment in the project will have a price tag of about EUR 12 million .",neutral,1
"A total of 16.5 mn passenger ship journeys took place in the northern Baltic Sea in 2007 , slightly down from 16.5 mn in 2006 .",negative,0
Ramirent Finland is the domestic unit of machinery rental company Ramirent Oyj HEL : RMR1V .,neutral,1
Major Order in India Comptel Corporation has received a significant long-term order for mediation and provisioning solutions being used by a leading operator in India .,positive,2
The company will propose a dividend of EUR0 .12 per share for 2008 .,neutral,1
The sales price was not disclosed .,neutral,1
It is expected to be online by 2011 .,neutral,1
Elcoteq SE is listed on the Nasdaq OMX Helsinki Ltd. .,neutral,1
The business to be divested generates consolidated net sales of EUR 60 million annually and currently has some 640 employees .,neutral,1
"Earnings per share for the quarter were also higher year-on-year at 0.33 eur versus 0.27 , and above market expectations of 0.28 eur .",positive,2
Customers include hotels and restaurants as well as wholesalers and some retailers .,neutral,1
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",negative,0
"`` Lining stone sales were also good in the early autumn , and order books are strong to the end of the year .",positive,2
"Finnish energy company Fortum Oyj said on November 13 , 2007 it was granted an environmental permit to build a biofuel-fired combined heat and power CHP plant in Vartan harbor in eastern Stockholm .",positive,2
Total value of the contract is about EUR 10mn .,neutral,1
"According to Finnish petrol station chain St1 's managing director Kim Wiio , the company was forced to make purchases with rising prices in the first half of 2008 , and now consumer prices are going down almost daily due to competition .",negative,0
"The product advisory does not apply to any other Nokia-branded battery , the company said .",neutral,1
"Operating profit for the three-month period increased from EUR1 .2 m , while revenue increased from EUR20 .2 m , as compared to the corresponding period in 2005 .",positive,2
"Operating loss was EUR 179mn , compared to a loss of EUR 188mn in the second quarter of 2009 .",positive,2
"Danske Bank A-S DANSKE DC jumped 3.7 percent to 133.4 kroner , rebounding from yesterday s 3.5 percent slide .",positive,2
Most of the dividend will go to the Grimaldi family .,neutral,1
`` These developments partly reflect the government 's higher activity in the field of dividend policy . '',neutral,1
"The segments through which the company operates are Frozen Food business , Seafoods , Vegetable Oil business , Grain Trading and Other business operations .",neutral,1
Sales by Seppala diminished by 6 per cent .,negative,0
"The operating loss amounted to EUR 0.8 mn , compared to a profit of EUR 3.9 mn a year earlier .",negative,0
The company said that sales in the three months to the end of March slid to EUR86 .4 m US$ 113.4 m from EUR91 .2 m last year .,negative,0
At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,neutral,1
"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",neutral,1
Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .,negative,0
"LCS 's services cover the whole life cycle of software and information systems , from process modelling and tailored software development , to hosting services , solution management , maintenance and support .",neutral,1
Prices and delivery volumes of broadband products decreased significantly in 2005 .,negative,0
Rapala said it estimates it will make savings of 1-2 mln eur a year by centralising its French operations at one site .,positive,2
"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .",neutral,1
The company 's share is listed in the Mid Cap segment of the NASDAQ OMX Helsinki .,neutral,1
Production is scheduled to start by the end of April 2007 .,neutral,1
"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",negative,0
"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",positive,2
"Key shareholders of Finnish IT services provider TietoEnator Oyj on Friday rejected a hostile EUR1 .08 billion $ 1.67 billion offer from buyout shop Nordic Capital , giving new life to a possible counter offer from Blackstone Group LP and Norwegian telecom Telenor ASA .",positive,2
"LONDON AFX - Shares in Rautaruukki Corp have been upgraded to ` hold ' from ` sell ' by ABN Amro , with the price target raised to 25.75 eur from 14.5 , said dealers .",positive,2
"It is a member of the OneWorld alliance , which includes American Airlines and British Airways .",neutral,1
Upon completion of the sale Proha would get some USD12 .7 m for its stake in Artemis .,neutral,1
The identity of the buyer is not yet known .,neutral,1
UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,neutral,1
The original contract was signed last summer .,neutral,1
Technopolis has approximately 130 customer companies in Jyvaskyla .,neutral,1
Another firm Air Liquide was exempted because it left the market in 1998 .,neutral,1
"Commission income increased by 22 % to EUR 4.4 mn , and lending volume rose by 13.5 % .",positive,2
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,positive,2
"Thus the group 's balance sheet will have about EUR25 .8 m in goodwill for 2010 , the company added .",neutral,1
"ALEXANDRIA , Va. , May 16 -- Kenneth Bower of Vista , Calif. , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",neutral,1
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,positive,2
"The latest date for registration is on 4 April , 2006 .",neutral,1
Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights .,neutral,1
"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell .",neutral,1
"These financing arrangements will enable the company to ensure , in line with its treasury policy , that it has sufficient financial instruments at its disposal for its potential capital requirements .",positive,2
They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,neutral,1
The maximum number of new shares to be offered is 22 million .,neutral,1
Increase in the number of shares is based on the option rights which were granted to the management of the company under the stock option plan 2006 .,neutral,1
The Line 4 will run fully underground and will comprise 10 stations which will be executed in two implementation stages .,neutral,1
"Estonia 's Agriculture Minister Helir-Valdor Seeder is in Finland on a two-day visit , in the course of which he will meet with his Finnish counterpart Sirkka-Liisa Anttila .",neutral,1
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",negative,0
The intent of the article was to focus attention on the fact that the development model that China had followed was very different than the model that India had followed .,neutral,1
"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April .",neutral,1
What we think ?,neutral,1
"Operating profit totalled EUR 21.1 mn , up from EUR 18.6 mn in 2007 , representing 9.7 % of net sales .",positive,2
Currency conversions are based on exchange rates at the time of the deal .,neutral,1
"In January-September 2010 , Fiskars ' net profit went up by 14 % year-on-year to EUR 65.4 million and net sales to EUR 525.3 million from EUR 487.7 million .",positive,2
Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,positive,2
Le Lay succeeds Walter G++nter and will be based in Finland .,neutral,1
Kemira 's partner in the project is St. Petersburg Water Works .,neutral,1
"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group .",neutral,1
"H+Ñkan Dahlstr+Âm , head of mobility services at TeliaSonera , has forecast that mobile data volume on the TeliaSonera network in Sweden will rise eight-fold to 200,000 TB by 2014 .",positive,2
"Operating profit totalled EUR 1.22 mn , down from EUR 3.56 mn in the first quarter of 2008 .",negative,0
The company distributes Hiab 's products as well as other products .,neutral,1
"For 24-hour news , try ICIS news www.icis.com Click `` trial '' , then ICIS news",neutral,1
`` The combined activities will create value for shareholders and be good for our employees and customers .,positive,2
Finnish elevators and escalators maker KONE Corporation said on Tuesday ( 18 March ) that it has received a major order from Sir Robert McAlpine to supply all elevators and escalators for the Watermark Place project in the City of London .,positive,2
"Following the registration , the number of issued and outstanding shares of Basware is 12,890,829 .",neutral,1
The turbines are expected to be launched by the end of 2012 .,neutral,1
"The remaining amount will be funded through debt , the Danish bank said .",neutral,1
"The platform is based built on Intel s second-generation MID platform , called Moorestown .",neutral,1
"The acquired plant has an annual capacity of some 300,000 tonnes and most of its production is sold to domestic customers .",neutral,1
Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 .,neutral,1
"As part of the reorganization , Kauko-Telko Ltd will be divided into Telko Ltd , Leipurin Ltd , Hamina Terminal Services Ltd and Kaukomarkkinat Ltd. .",neutral,1
"The new company , DiaPol S.r.l. , would manufacture tools meant for glass and stone pre-processing .",neutral,1
"Supported Nokia phones include : N96 , N95-8GB , N95 , N93-N931 , N92 , N85 , N82 , N81 , N80 , N79 , N78 , N77 , N76 , N75 , N73 , N72 , N71 , E90 , E71 , E70 , E66 , E65 , E62 , E61-E61i , E60 , E51 , E50 , Touch Xpress 5800 , 6220 Classic , 6210 Navigator , 6120 Classic , 6110 Navigator , 5700 , 5500 , 5320XM .",neutral,1
Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit .,neutral,1
Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,neutral,1
Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,neutral,1
"For 2009 , net profit was EUR 3 million and the company paid a dividend of EUR 1.30 apiece .",neutral,1
Dragonfly Love is another video shot from start to finish using the Nokia N8 .,neutral,1
Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,negative,0
"( ADPnews ) - May 4 , 2010 - Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit declined to EUR 12.9 million ( USD 17m ) in the first quarter of 2010 from EUR 17 million in the correspond",negative,0
"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .",negative,0
"Digia said its consolidated net sales for January-June 2010 were EUR67 .8 m , up 9.7 % on the same period in 2009 ( EUR61 .9 m ) .",positive,2
Vianor sells tires for cars and trucks as well as a range of other car parts and provides maintenance services .,neutral,1
Passenger volumes rose by 8.4 % in the accounting period .,positive,2
"Previously , the plant was expected to be completed by the end of 2008 .",neutral,1
"The Stena Poseidon is a so-called Panamax tanker , designed to be able to pass through the narrow passages in the Panama Canal 's locks .",neutral,1
Less than ten people will face pension agreements .,neutral,1
Sales have risen in other export markets .,positive,2
As a part of the agreement 10 employees from the John Deere Forestry documentation functions will transfer to DokuMentori Oy .,neutral,1
The company operates power plants in the Tyumen and Chelyabinsk regions and in the Khanty-Mansi Autonomous District .,neutral,1
Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki .,negative,0
"`` Adjustment to the fall in price level , in contrast , has been less effective .",negative,0
The ECB can mainly target inflation .,neutral,1
M. and a Master of Business Administration MBA .,neutral,1
in Q1 2010 18 May 2010 - Finnish electrical components maker Salcomp Oy ( HEL : SAL1V ) said today it turned to a net profit of EUR1 .6 m in the first quarter of 2010 versus a loss of EUR2m in the corresponding period last year .,positive,2
The sales of the Tiimari segment fell by 4.0 % year-on-year to EUR3 .3 m in June 2010 .,negative,0
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,positive,2
"The dividend is payable on February 1 , 2010 to shareholders of record on January 19 , 2010 .",neutral,1
"Finnish dental care group Oral Hammaslaakarit Oyj posted a total net profit of 849,000 euro $ 1.1 mln in the first nine months of 2006 versus a net loss of 331,000 euro $ 421,000 in the same period of 2005 .",positive,2
"The train is expected to cross the Russian territory in 9 days , reaching the Vostochny port .",neutral,1
"Cerberus Capital Management LP-backed printing paper maker NewPage Corp. has posted mixed second-quarter results , casting a cloud over its planned initial public offering .",negative,0
"Since the registration of the shares subscribed in a directed share issue , the new number of Panostaja shares and voting rights is 41,733,110 .",neutral,1
"In the Baltic countries , sales fell by 42.6 % .",negative,0
"Operating profit totaled EUR 9.4 mn , down from EUR 11.7 mn in 2004 .",negative,0
"Operating result showed a loss of EUR 2.9 mn , while a year before , it showed a profit of EUR 0.6 mn .",negative,0
This includes a EUR 39.5 mn change in the fair value of investment properties .,neutral,1
"With the new arrangement , customer responsibilities will become mainly regional .",neutral,1
Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 .,neutral,1
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive,2
Activities range from the development of natural resources to the retailed marketing of finished products .,neutral,1
"Some of the most recent technology deliveries include refinery technology to Anrak Aluminium , an iron ore pelletizing plant to Tata Steel and iron ore sintering plants to Bhushan Steel .",neutral,1
"Operating profit totalled EUR 9.0 mn , down from EUR 9.7 mn in the first half of 2008 .",negative,0
"Consolidated net sales increased 16 % to reach EUR74 .8 m , while operating profit amounted to EUR0 .9 m compared to a loss of EUR0 .7 m in the prior year period .",positive,2
"You need to be ready when the window opens up , Rosberg said .",neutral,1
A total of $ 78 million will be invested in the project .,neutral,1
"Both operating profit and turnover for the six-month period increased , respectively , from EUR17 .6 m and EUR1149 .9 m , as compared to the corresponding period in 2007 .",positive,2
Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .,neutral,1
"In addition , Cramo and Peab have signed exclusive five-year rental agreements in Finland and have extended their existing rental agreements in the Swedish market for another five years .",positive,2
"Due to rapid expansion , the market share of Tallink in terms of passenger carriage through Tallinna Sadam Port of Tallinn totaled 55 percent in November against 45.7 percent in November 2005 .",positive,2
The contract involves refurbishing the bathrooms of 189 units as well as re-plumbing their water and sewer pipes .,neutral,1
"It is being developed by Symbian , the software licensing consortium led by Nokia .",neutral,1
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",positive,2
"- The Group -¦ s sales during the period were EUR 31.6 million EUR 36.6 million , 1-6/2007 and profit before taxes was EUR 0.2 1.3 million .",neutral,1
Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,neutral,1
Finnish Stockmann Group 's mail order unit Hobby Hall has launched a trial marketing campaign in Russia .,neutral,1
"Finland-based Elcoteq SE , a privately held provider of electronics manufacturing services to communications companies , said Thursday it signed a long-term manufacturing supply deal with communications equipment company Andrew Corp. .",positive,2
Device volume in the area decreased by 21 % to 2.7 mn units .,negative,0
"Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",neutral,1
"Exel 's board of directors will propose a dividend of 0.2 euro $ 0.3 per share for 2006 at the annual general meeting on April 19 , 2007 .",neutral,1
"( ADP News ) - Oct 31 , 2008 - Finnish food company Raisio Oyj ( OMX : RAIVV ) said today that its net profit jumped to EUR 16.4 million ( USD 20.9 m ) for the first nine months of 2008 from EUR 1.1 million for the same period of 2",positive,2
"The works will include the laying of natural stone pavements and the installation of underground heating , and surface water drainage systems .",neutral,1
"Published by Globes online , Israel business news - www.globes-online.com - on November 16 , 2009 -® Copyright of Globes Publisher Itonut 1983 Ltd. 2009",neutral,1
"In providing managed services , Nokia takes responsibility for building , operating and transferring as well as optimising the Indosat 3G network .",neutral,1
Terms were not disclosed .,neutral,1
Cargotec Germany GmbH has been awarded a contract by Stadtverwaltung Mainz for chassis bodies under Open procedure .,positive,2
"Kemira 's R&D organization comprises approximately 750 people , the company said .",neutral,1
"- The Group -¦ s cumulative sales during the review period were EUR 48.2 million EUR 53.1 million , 1-9/2007 and profit before taxes was EUR 1.2 1.4 million .",neutral,1
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,negative,0
The pretax profit of the group 's life insurance business increased to EUR 36 million from EUR 27 million .,positive,2
"The buildings , with about 40 condominiums each , will be built in 4 or 5 stages .",neutral,1
The project is expected to be completed in 2009 .,neutral,1
Mr. Kari Stadigh will carry on as Chairman of the Board and Mr. Matti Arteva as Vice-Chairman .,neutral,1
"Finnair 's passenger load factor , which measures the number of sold seats as a share of all available seats , dropped by 1.3 percentage points to 76.7 % in September .",negative,0
"The company said that the operations will be sold to a newly established company , CPS GmbH , where the present management of the plastics business is a co-owner .",neutral,1
The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI .,neutral,1
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",positive,2
"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",negative,0
Our standardised services have met with a positive reception among our customers as well as at Itella .,positive,2
"The company said that paper demand increased in all of its main markets , including of publication papers , and that it increased average paper prices by 4 percent compared with last year .",positive,2
Net sales revenue per passenger is expected to increase .,positive,2
"Also , a six-year historic analysis is provided for these markets .",neutral,1
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,negative,0
`` Printed fabrics and related design expertise have always been the core of Marimekko 's business and brand .,neutral,1
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,negative,0
"Our customers include companies in the energy and process industry sectors , in particular .",neutral,1
"After the sale , Savcor Group Ltd will comprise Savcor ART , a corporate function and an investment in Cencorp Corporation .",neutral,1
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",negative,0
"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",negative,0
The company has 120 employees and annual sales of approximately EUR16m .,neutral,1
"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .",negative,0
"The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier .",positive,2
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,positive,2
"LEED is an internationally recognized green building certification system , developed by the U.S. Green Building Council .",neutral,1
20 October 2010 - Finnish metal products company Componenta Oyj HEL : CTH1V said yesterday that its net loss narrowed to EUR7m for the first nine months of 2010 from EUR23 .3 m for the same period of 2009 .,positive,2
Aspo 's Group structure and business operations are continually developed without any predefined schedules .,neutral,1
"Sales in Finland decreased by 2.0 % , and international sales decreased by 9.3 % in terms of euros , and by 15.1 % in terms of local currencies .",negative,0
"Finnish software developer Basware Oyj said on November 30 , 2006 its U.S. subsidiary Basware , Inc. won an order to provide software for contract lifecycle management to an unnamed U.S. medical technology company .",positive,2
"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms .",neutral,1
Danske Bank is Denmark 's largest bank with 3.5 million customers .,neutral,1
"Net sales totaled EUR 93.6 mn , up from EUR 93.2 mn in the corresponding period in 2005 .",positive,2
"According to CEO Matti Perkonoja of the parent company HKScan , the company 's performance in the first quarter of 2010 has remained clearly below the level of the corresponding period in 2009 .",negative,0
"A Helsinki : ELIiV today reported EPS of EUR1 .13 for 2009 , an increase over EPS of EUR1 .12 in 2008 .",positive,2
"The cosmetics collection includes an eye shadow , face powder , lip gloss , mascara and accessories .",neutral,1
"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .",neutral,1
Below are unaudited consolidated results for Aspocomp Group under IFRS reporting standards .,neutral,1
Autotank Group is part of Aspo 's Systems Division .,neutral,1
He joined Rautakirja in 1997 to lead one of its four business areas and took up the position of President and CEO in 2001 .,neutral,1
The total capacity of the factory will be approximately 100 engines a year .,neutral,1
"Revenue grew by 2 percent to  x20ac 580 million $ 743 million , from  x20ac 569 million .",positive,2
Timo Penttila has been appointed new manager responsible for the asset management of Nordea 's institutional customers in Finland .,neutral,1
"Ragutis , which is controlled by the Finnish brewery , reported a 5.4-per-cent rise in beer sales to 10.44 million litres and held an 11.09-per-cent market share .",positive,2
"A total of 15,000 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed between 17 and 23 March 2006 exercising the A-B-C options based on the company 's stock option plan 1999 .",neutral,1
The final outcome of the rights offering is to be reported around 23 October 2009 .,neutral,1
The combined value of the planned investments is about EUR 30mn .,neutral,1
The agreement strengthens our long-term partnership with Nokia Siemens Networks .,positive,2
"Finnish construction group Lemminkainen Oyj HEL : LEM1S said today it has won a contract to provide technical services for the Nevsky Centre shopping mall to be opened in November in St Petersburg , Russia .",positive,2
"Goodwill and other intangible assets account for some 2.0 mln euro ( $ 2.6 mln ) of the purchase price , 20 pct of which payable in Aspo shares .",neutral,1
"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served .",neutral,1
"HELSINKI ( AFX ) - Nokian Tyres reported a fourth quarter pretax profit of 61.5 mln eur , up from 48.6 mln on the back of strong sales .",positive,2
"In the third quarter of 2007 , net sales totaled EUR 25.95 mn , and operating profit EUR 3.88 mn .",neutral,1
A filter is used to pre-process packets to determine if they need to be further processed by the processor of the network device .,neutral,1
Scanfil has also issued a profit warning .,negative,0
"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",positive,2
The plan is estimated to generate some EUR 5 million ( USD 6.5 m ) in cost savings on an annual basis .,positive,2
"Finnish construction company YIT Oyj said on November 13 , 2007 it won a 70 mln euro $ 102.8 mln contract to construct the new office building for local property company Tapiola Real Estate Oy .",positive,2
"The objective is that trading in the shares will commence on May 2 , 2007 .",neutral,1
"Igor and Oleg Yankov , who currently manage Moron and Vitim , will hold onto the 25 % stake for now .",neutral,1
"In addition to verification of an identity and digital signatures , new state-approved Mobile ID enables to cast votes in elections as well .",neutral,1
"The maximum grade of the veneer yield is calculated , based on the dimensions and grades of the veneer products , as well as by iterating the places of the peeling axes and simulating the peeling process .",neutral,1
The new SEPA cads will replace Finnish bank cards .,neutral,1
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .",positive,2
"Ragutis , controlled by the Finnish brewery Olvi , achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share .",positive,2
Return on investment was 16.6 % compared to 15.8 % in 2004 .,positive,2
The estimated value of the deal is USD 9.2 million .,neutral,1
"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .",negative,0
"Liquid handling products include electronic and mechanical pipettes , disposable tips as well as pipette maintenance and calibration services for research institutions , healthcare and industrial laboratories .",neutral,1
The contract value amounts to EUR 2.4 million .,neutral,1
"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .",neutral,1
The previous offer was 3.4 % of voting rights and 12.3 % of capital .,neutral,1
"OUTOTEC OYJ PRESS RELEASE DECEMBER 4 , 2009 10.30 AM Outotec establishes a new subsidiary in Kolkata Outotec has established a subsidiary in India in order to better serve its Indian customers and to increase its business in the growing Indian market .",positive,2
"However , the brokers ' ratings on the stock differ .",neutral,1
"Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards .",neutral,1
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007 .",positive,2
"The order also covers design services , hardware , software licences , as well as maintenance services over six years .",neutral,1
The situation of coated magazine printing paper will continue to be weak .,negative,0
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .",negative,0
"The parties have agreed not to disclose the price of the deal , the group said in a press release .",neutral,1
Saunalahti is a part of the Elisa group .,neutral,1
"Conference Call To participate via a conference call , please dial in 5-10 minutes before the beginning of the event : +44 0 20 7162 0025 Europe or +1 334-á323-á6201 USA .",neutral,1
"International sales rose by 59.8 % to EUR 1,244.4 mn .",positive,2
"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 .",positive,2
Rapala Fishing Frenzy 2009 .,neutral,1
"For the first nine months of 2010 , Talvivaara 's net loss narrowed to EUR 8.3 million from EUR 21.9 million for the same period of 2009 .",positive,2
Officials did not disclose the contract value .,neutral,1
"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network .",neutral,1
The group 's net sales in 2007 were EUR683 .6 m.,neutral,1
Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million .,positive,2
"Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",negative,0
"ISMS does not disclose its financial results , the daily said .",neutral,1
"The currency effect had a 3.0 pct , or 20 mln euro ( $ 31.3 mln ) , negative impact on the revenue .",negative,0
"The EBRD is using its own funds to provide a 21.6 mln A loan while the B portion of 10 mln Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 mln Euros and Pohjola Bank Plc 2.3 mln Euros .",neutral,1
No service pricing details were disclosed .,neutral,1
"Operating profit of operations in Finland in the period under review totaled EUR 11.3 mn , remaining at the 2005 level .",neutral,1
"France T+®l+®com spent more time studying TeliaSonera than other potential takeover targets because it has a shareholder that wants to sell , Pellissier said .",neutral,1
The report contains category level company and brand share as well as distribution share information for 2007 and 2008 .,neutral,1
Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,negative,0
The proposal that the Board of Directors will make at the Annual General Meeting is attached as a whole to this release .,neutral,1
"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics , '' EBRD informed .",neutral,1
"The decision reflects the underutilisation of the line , which produces nonwovens used in medical and wipes applications as well as for the automotive industry .",neutral,1
"The money will be spread mainly over 2011 and 2012 , the company said .",neutral,1
"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO .",neutral,1
"Operating profits in the half were  0.8 m , down from  0.9 m as Glisten invested in the brand and the management team .",negative,0
"We know that it exists , '' Artemyev said .",neutral,1
LONDON MarketWatch -- Nokia nok said it 's won a five-year services contract to run Hutchison Essar 's network operations in nine locations in India .,positive,2
"Acando AB ( ACANB SS ) fell 8.9 percent to 13.35 kronor , the lowest close since Dec. 11 .",negative,0
Mr K.R. Vasantha has been appointed Managing Director of Incap Contract Manufacturing Services Pvt. Ltd. .,neutral,1
"As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share .",neutral,1
"3 January 2011 - Scandinavian lenders Sampo Bank ( HEL : SAMAS ) , Pohjola Bank ( HEL : POH1S ) and Svenska Handelsbanken ( STO : SHB A ) have provided a EUR160m ( USD213m ) line of credit to Lemminkainen Oyj ( HEL : LEM1S ) , the Finnish construction firm said on Friday .",neutral,1
"At some point , it will spread also to Iran and Iraq .",neutral,1
"Retail chain Suomen L+ñhikauppa was given the index 5.8 , airline SAS 5.8 , TeliaSonera 's broadband 6.1 , German retail chain Lidl 6.1 , Tele Finland 's mobile subscriptions 6.1 , Tallink shipping line 6.3 , and power company Helsinki Energy 6.3 .",neutral,1
"Last July , the group said it intended to relocate warehouse and office space in Loudeac and Saint Marcel to Morvillars , in the east of France , where it already operates a hook manufacturing and distribution unit .",neutral,1
"Profit for the period totalled EUR 1.1 mn , down from EUR 1.6 mn in the third quarter of 2008 .",negative,0
"Operating profit was EUR -0.1 mn , down from EUR 1.3 mn .",negative,0
The investment would be some EUR5m .,neutral,1
"In Sweden , operating profit for the period under review totaled EUR 3.4 mn , up 30.8 % from the corresponding period in 2005 .",positive,2
